,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Gene,Product,Note
BSU04060_ycsG,671,578,784,518,945,684,583,738,570,702,457811,459025,+,chr,BSU04060,ycsG,branched chain amino acids transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406, 9334321; Product type pt:  transporter"
BSU04070_ycsI,399,310,553,306,560,397,404,379,342,367,459049,459822,+,chr,BSU04070,ycsI,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 9334321
BSU04080_kipI,319,408,342,380,403,534,257,419,406,470,459867,460589,+,chr,BSU04080,kipI,inhibitor of the autophosphorylation reaction of KinA,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 9334321; Product type pf :  factor"
BSU04090_kipA,461,407,545,406,561,463,389,476,450,536,460592,461599,+,chr,BSU04090,kipA,hydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 9334321; Product type pe :  enzyme"
BSU04100_kipR,320,279,324,245,357,339,284,337,315,357,461615,462367,+,chr,BSU04100,kipR,IclR family transcriptional regulator,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 9334321; Product type r: regulator
BSU04110_lipC,216,204,198,176,223,206,168,241,210,246,462431,463072,+,chr,BSU04110,lipC,lysophopholipase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 17220230, 9334321; Product type e: enzyme"
BSU04120_yczI,2577,1477,2071,1458,1816,1542,1728,1801,1345,1580,463245,463490,+,chr,BSU04120,yczI,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU04130_yczJ,1819,1290,1608,1216,1506,1280,1399,1475,1123,1155,463496,463783,-,chr,BSU04130,yczJ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04140_pbpC,13839,18420,11427,16363,11117,15413,10287,21231,15200,17717,463934,465940,+,chr,BSU04140,pbpC,penicillin-binding lipoprotein 3,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 8830698; Product type lp: lipoprotein
BSU04150_ycsN,6140,4769,5388,4736,5062,4465,4602,5023,4000,4409,466042,466944,+,chr,BSU04150,ycsN,oxidoreductase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU04160_mtlR,878,1039,738,827,596,809,474,1013,757,783,467130,469214,+,chr,BSU04160,mtlR,transcriptional regulator,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12897001; Product type r: regulator
BSU04170_ydaB,462,641,307,373,504,885,478,561,611,779,469426,470937,+,chr,BSU04170,ydaB,acyl-CoA ligase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU04180_ydaC,11,6,7,7,14,13,11,7,10,11,470957,471502,-,chr,BSU04180,ydaC,methyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU04190_ydaD,17,13,22,6,31,26,16,18,13,32,471709,472569,+,chr,BSU04190,ydaD,short chain dehydrogenase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10220166, 11948145; Product type pe: enzyme"
BSU04200_ydaE,12,8,18,9,18,18,16,12,7,18,472585,473088,+,chr,BSU04200,ydaE,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 10220166
BSU04210_ydaF,298,186,222,155,218,183,218,257,188,194,473174,473725,+,chr,BSU04210,ydaF,ribosomal protein N-acetyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15468321; Product type pe :  enzyme"
BSU04220_ydaG,168,312,187,313,149,311,153,295,185,332,473803,474225,+,chr,BSU04220,ydaG,general stress protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10220166; Product type pf :  factor"
BSU04230_ydaH,1062,751,924,511,910,715,862,673,740,817,474731,475540,+,chr,BSU04230,ydaH,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU04240_ydzA,340,98,159,64,228,97,148,115,86,129,475584,475874,-,chr,BSU04240,ydzA,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04250_lrpC,238,412,146,311,145,344,131,333,291,352,476059,476493,+,chr,BSU04250,lrpC,Lrp/AsnC family transcriptional regulator,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10606655, 10913073, 12458218, 16407330, 16528101, 9341680; Product type r : regulator"
BSU04260_topB,3805,3626,3004,2821,3018,3176,2921,3697,3305,3552,476558,478741,+,chr,BSU04260,topB,DNA topoisomerase III,decatenates replicating daughter chromosomes
BSU04270_ydaJ,201,188,99,78,138,144,114,130,170,241,478944,480032,+,chr,BSU04270,ydaJ,glycosyl hydrolase lipoprotein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type lp: lipoprotein"
BSU04280_ydaK,102,64,44,60,78,61,48,63,60,91,480013,480864,+,chr,BSU04280,ydaK,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm:  membrane component"
BSU04290_ydaL,182,216,108,78,159,170,115,133,160,212,480875,482584,+,chr,BSU04290,ydaL,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04300_ydaM,152,151,71,84,125,99,72,97,108,175,482577,483839,+,chr,BSU04300,ydaM,glycosyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU04310_ydaN,366,350,166,149,284,289,162,223,272,332,483845,485956,+,chr,BSU04310,ydaN,regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
BSU04320_ydaO,3909,3130,2319,1828,2903,2584,2204,2402,2343,2721,486432,488255,+,chr,BSU04320,ydaO,metabolite transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15096624, 15849754, 16850406; Product type pt:  transporter"
BSU04330_mutT,43,75,19,24,40,54,16,48,46,48,488314,488763,+,chr,BSU04330,mutT,NTP pyrophosphohydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 16513759; Product type pe :  enzyme"
BSU04340_ydaP,508,299,375,173,486,240,364,266,258,348,488830,490554,+,chr,BSU04340,ydaP,pyruvate oxidase,catalyzes the formation of acetyl phosphate from pyruvate
BSU04359_ydzK,706,530,591,390,644,523,621,520,483,486,490777,491043,-,chr,BSU04359,ydzK,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm:  membrane component"
BSU04360_mntH,41884,26650,43604,24789,34604,24059,38444,25892,22031,21807,491147,492424,-,chr,BSU04360,mntH,manganese transport protein MntH,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12029030, 12950915, 14580210, 15849754, 16850406; Product type t : transporter"
BSU04370_ydaS,12,12,49,7,29,11,26,2,3,22,492654,492911,-,chr,BSU04370,ydaS,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04380_ydaT,27,23,20,25,26,35,12,12,16,20,492989,493441,-,chr,BSU04380,ydaT,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04390_ydbA,373,569,277,461,270,468,296,594,527,518,493559,494377,+,chr,BSU04390,ydbA,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04400_gsiB,33,53,99,96,64,131,56,128,60,389,494506,494877,+,chr,BSU04400,gsiB,general stress protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7651322, 9669336; Product type f: factor"
BSU04410_ydbB,162,187,269,282,173,255,204,322,234,234,495009,495350,+,chr,BSU04410,ydbB,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10704478; Product type pe :  enzyme"
BSU04420_ydbC,124,151,196,218,115,230,151,262,208,197,495344,495703,+,chr,BSU04420,ydbC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04430_ydbD,266,271,284,203,269,262,249,259,254,302,495740,496561,-,chr,BSU04430,ydbD,manganese-containing catalase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15231799; Product type pe :  enzyme"
BSU04440_dctB,806,1086,773,917,668,1109,620,1177,906,1118,496646,497698,-,chr,BSU04440,dctB,C4-dicarboxylate binding protein,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 10708364, 11566984, 1809844; Product type f : factor"
BSU04450_dctS,596,802,542,696,535,814,461,747,708,724,497768,499375,+,chr,BSU04450,dctS,two-component sensor histidine kinase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10627041, 11717295, 1290636, 12949159; Product type rc: receptor"
BSU04460_dctR,283,287,219,258,212,284,189,321,268,302,499365,500045,+,chr,BSU04460,dctR,two-component response regulator,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10627041, 11717295, 1290636, 12949159; Product type r: regulator"
BSU04470_dctP,415,487,584,478,349,339,295,521,492,389,500166,501431,+,chr,BSU04470,dctP,C4-dicarboxylate transporter DctA,involved in the transport of C4-dicarboxylates across the membrane
BSU04480_ydbI,6748,5931,5677,5086,5369,5362,5055,5787,5129,5171,501579,502631,+,chr,BSU04480,ydbI,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU04490_ydbJ,1938,3363,1417,2401,1730,2829,1492,2993,2797,3053,502908,503834,+,chr,BSU04490,ydbJ,ABC transporter ATP-binding protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt:  transporter"
BSU04500_ydbK,1891,2141,1303,1475,1551,2004,1388,1828,1603,2015,503854,504594,+,chr,BSU04500,ydbK,ABC transporter permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 12486040, 15849754, 16850406; Product type pt:  transporter"
BSU04510_ydbL,998,517,681,346,692,567,673,445,431,457,504689,505024,+,chr,BSU04510,ydbL,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04520_ydbM,1146,951,1023,813,1060,1019,1189,913,948,975,505152,506297,+,chr,BSU04520,ydbM,acyl-CoA dehydrogenase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 12193636, 16513748; Product type pe: enzyme"
BSU04530_ydbN,35,4,37,3,27,2,37,12,7,5,506322,506501,-,chr,BSU04530,ydbN,hypothetical protein,"Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 12354229, 16428414"
BSU04540_ydbO,1885,1530,1478,1153,1350,1437,1285,1500,1279,1382,506866,507738,+,chr,BSU04540,ydbO,cation efflux system,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt:  transporter"
BSU04550_ydbP,1407,4704,1187,3153,1065,4156,1040,4329,4342,3747,507753,508073,-,chr,BSU04550,ydbP,thioredoxin,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10482513; Product type pe :  enzyme"
BSU04560_ddl,6738,7309,4924,5248,4907,6459,4476,6832,6714,6810,508248,509312,+,chr,BSU04560,ddl,D-alanyl-alanine synthetase A,D-alanine--D-alanine ligase; DdlA; DdlB; cytoplasmic; catalyzes the formation of D-alanyl-D-alanine from two D-alanines in peptidoglycan synthesis; there are two forms of this enzyme in Escherichia coli
BSU04570_murF,2440,2426,1653,1692,1895,2381,1617,2143,1999,2432,509384,510757,+,chr,BSU04570,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanine ligase",Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 12682299; Product type e: enzyme
BSU04580_cshA,24024,25739,20596,21478,20137,25116,18800,26405,25022,24812,511106,512641,+,chr,BSU04580,cshA,ATP-dependent RNA helicase; cold shock,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16352840; Product type e: enzyme
BSU04590_ydbS,1986,1911,1098,1255,1415,1460,1111,1402,1445,1639,512814,513293,+,chr,BSU04590,ydbS,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04600_ydbT,6322,6001,3381,3700,4346,4658,3301,4484,4287,5121,513283,514764,+,chr,BSU04600,ydbT,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU04610_ydcA,755,714,490,521,511,578,501,588,583,707,515016,515615,-,chr,BSU04610,ydcA,hypothetical protein,"Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 15616571, 15849754, 16850406"
BSU04620_acpS,276,302,163,208,184,255,146,284,234,274,515710,516075,+,chr,BSU04620,acpS,4'-phosphopantetheinyl transferase,"Catalyzes the formation of holo-ACP, which mediates the essential transfer of acyl fatty acid intermediates during the biosynthesis of fatty acids and lipids"
BSU04630_ydcC,675,885,368,607,501,843,377,795,710,878,516241,517257,+,chr,BSU04630,ydcC,lipoprotein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 14523133; Product type lp : lipoprotein"
BSU04640_alrA,2478,2572,1735,1836,1620,2199,1705,2436,2190,2318,517372,518541,+,chr,BSU04640,alrA,D-alanine racemase,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 12682299, 15043879, 18399999, 2835089; Product type e: enzyme"
BSU04650_endB,6205,7825,5250,7171,4396,7600,4242,7854,7200,7566,518657,518938,+,chr,BSU04650,endB,antitoxin MazF,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15882409; Product type r: regulator
BSU04660_ndoA,4293,3707,3904,3436,3239,3524,3216,4100,3555,3816,518943,519293,+,chr,BSU04660,ndoA,endoribonuclease toxin,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15882409; Product type e: enzyme
BSU04670_rsbRA,1706,2065,1260,1591,1249,1969,1255,1860,1654,2092,519408,520232,+,chr,BSU04670,rsbRA,piezosome protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15312768, 15583165, 16963570, 17158665, 11157946; Product type f: factor"
BSU04680_rsbS,1119,1127,827,882,875,1108,794,1161,898,1263,520237,520602,+,chr,BSU04680,rsbS,antagonist of RsbT,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15583165, 16963570, 17158665, 11157946; Product type f: factor"
